sharpness,contrast,brightness,entropy,color
30.743069817481015,43.87399657412905,62.356038007941365,6.584387,RED
46.29047874533823,52.83737685846802,65.34222510729325,7.285272,YELLOW
276.72266447795334,47.28775378304281,105.1014776609867,6.947452,GREEN
